country,year,pop,continent,lifeExp,gdpPercap
Itarantim,2014,5,Médio Sudoeste da Bahia,8,2916807
Itatim,2014,7,Piemonte do Paraguaçu,14,2916856
Itiruçu,2014,4,Vale do Jiquiriçá,9,2916906
Itiúba,2014,8,Sisal,4,2917003
Itororó,2014,6,Médio Sudoeste da Bahia,8,2917102
Ituaçu,2014,8,Sertão Produtivo,13,2917201
Ituberá,2014,6,Baixo Sul,6,2917300
Iuiu,2014,3,Sertão Produtivo,13,2917334
Jaborandi,2014,4,Bacia do Rio Corrente,23,2917359
Jacaraci,2014,6,Sudoeste Baiano,20,2917409
Jacobina,2014,18,Piemonte da Diamantina,16,2917508
Jaguaquara,2014,14,Vale do Jiquiriçá,9,2917607
Jaguarari,2014,9,Piemonte Norte do Itapicuru,25,2917706
Jaguaripe,2014,6,Baixo Sul,6,2917805
Jandaíra,2014,3,Litoral Norte e Agreste Baiano,18,2917904
Jequié,2014,26,Médio Rio de Contas,22,2918001
Jeremoabo,2014,12,Semiárido Nordeste II,17,2918100
Jiquiriçá,2014,4,Vale do Jiquiriçá,9,2918209
Jitaúna,2014,6,Médio Rio de Contas,22,2918308
João Dourado,2014,6,Irecê,1,2918357
Juazeiro,2014,55,Sertão do São Francisco,10,2918407
Jucuruçu,2014,5,Extremo Sul,7,2918456
Jussara,2014,5,Irecê,1,2918506
Jussari,2014,3,Litoral Sul,5,2918555
Jussiape,2014,4,Chapada Diamantina,3,2918605
Lafayette Coutinho,2014,2,Vale do Jiquiriçá,9,2918704
Lagoa Real,2014,6,Sertão Produtivo,13,2918753
Laje,2014,7,Vale do Jiquiriçá,9,2918803
Lajedão,2014,2,Extremo Sul,7,2918902
Lajedinho,2014,1,Piemonte do Paraguaçu,14,2919009
Lajedo do Tabocal,2014,4,Vale do Jiquiriçá,9,2919058
Lamarão,2014,4,Sisal,4,2919108
Lapão,2014,10,Irecê,1,2919157
Lauro de Freitas,2014,33,Metropolitano de Salvador,26,2919207
Lençóis,2014,3,Chapada Diamantina,3,2919306
Licínio de Almeida,2014,6,Sudoeste Baiano,20,2919405
Livramento de Nossa Senhora,2014,12,Sertão Produtivo,13,2919504
Luís Eduardo Magalhães,2014,12,Bacia do Rio Grande,11,2919553
Macajuba,2014,4,Piemonte do Paraguaçu,14,2919603
Macarani,2014,5,Médio Sudoeste da Bahia,8,2919702
Macaúbas,2014,11,Bacia do Paramirim,12,2919801
Macururé,2014,4,Itaparica,24,2919900
Madre de Deus,2014,5,Metropolitano de Salvador,26,2919926
Maetinga,2014,5,Sudoeste Baiano,20,2919959
Maiquinique,2014,2,Médio Sudoeste da Bahia,8,2920007
Mairi,2014,7,Bacia do Jacuípe,15,2920106
Malhada,2014,5,Velho Chico,2,2920205
Malhada de Pedras,2014,4,Sertão Produtivo,13,2920304
Manoel Vitorino,2014,5,Médio Rio de Contas,22,2920403
Mansidão,2014,3,Bacia do Rio Grande,11,2920452
Maracás,2014,7,Vale do Jiquiriçá,9,2920502
Maragogipe,2014,10,Recôncavo,21,2920601
Maraú,2014,8,Litoral Sul,5,2920700
Marcionílio Souza,2014,5,Chapada Diamantina,3,2920809
Mascote,2014,6,Litoral Sul,5,2920908
Mata de São João,2014,13,Metropolitano de Salvador,26,2921005
Matina,2014,4,Velho Chico,2,2921054
Medeiros Neto,2014,9,Extremo Sul,7,2921104
Miguel Calmon,2014,6,Piemonte da Diamantina,16,2921203
Milagres,2014,4,Vale do Jiquiriçá,9,2921302
Mirangaba,2014,4,Piemonte da Diamantina,16,2921401
Mirante,2014,4,Sudoeste Baiano,20,2921450
Monte Santo,2014,16,Sisal,4,2921500
Morpará,2014,3,Velho Chico,2,2921609
Morro do Chapéu,2014,16,Chapada Diamantina,3,2921708
Mortugaba,2014,5,Sudoeste Baiano,20,2921807
Mucugê,2014,5,Chapada Diamantina,3,2921906
Mucuri,2014,13,Extremo Sul,7,2922003
Mulungu do Morro,2014,2,Irecê,1,2922052
Mundo Novo,2014,6,Piemonte do Paraguaçu,14,2922102
Muniz Ferreira,2014,3,Recôncavo,21,2922201
Muquém do São Francisco,2014,1,Velho Chico,2,2922250
Muritiba,2014,9,Recôncavo,21,2922300
Mutuípe,2014,6,Vale do Jiquiriçá,9,2922409
Nazaré,2014,8,Recôncavo,21,2922508
Nilo Peçanha,2014,4,Baixo Sul,6,2922607
Nordestina,2014,5,Sisal,4,2922656
Nova Canaã,2014,7,Médio Sudoeste da Bahia,8,2922706
Nova Fátima,2014,3,Bacia do Jacuípe,15,2922730
Nova Ibiá,2014,3,Médio Rio de Contas,22,2922755
Nova Itarana,2014,3,Vale do Jiquiriçá,9,2922805
Nova Redenção,2014,3,Chapada Diamantina,3,2922854
Nova Soure,2014,5,Semiárido Nordeste II,17,2922904
Nova Viçosa,2014,12,Extremo Sul,7,2923001
Novo Horizonte,2014,4,Chapada Diamantina,3,2923035
Novo Triunfo,2014,5,Semiárido Nordeste II,17,2923050
Olindina,2014,7,Litoral Norte e Agreste Baiano,18,2923100
Oliveira dos Brejinhos,2014,6,Velho Chico,2,2923209
Ouriçangas,2014,3,Litoral Norte e Agreste Baiano,18,2923308
Ourolândia,2014,8,Piemonte da Diamantina,16,2923357
Palmas de Monte Alto,2014,3,Sertão Produtivo,13,2923407
Palmeiras,2014,3,Chapada Diamantina,3,2923506
Paramirim,2014,9,Bacia do Paramirim,12,2923605
Paratinga,2014,7,Velho Chico,2,2923704
Paripiranga,2014,4,Semiárido Nordeste II,17,2923803
Pau-Brasil,2014,4,Litoral Sul,5,2923902
Paulo Afonso,2014,24,Itaparica,24,2924009
Pé de Serra,2014,5,Bacia do Jacuípe,15,2924058
Pedrão,2014,2,Litoral Norte e Agreste Baiano,18,2924108
Pedro Alexandre,2014,6,Semiárido Nordeste II,17,2924207
Piatã,2014,6,Chapada Diamantina,3,2924306
Pilão Arcado,2014,5,Sertão do São Francisco,10,2924405
Pindaí,2014,5,Sertão Produtivo,13,2924504
Pindobaçu,2014,8,Piemonte Norte do Itapicuru,25,2924603
Pintadas,2014,3,Bacia do Jacuípe,15,2924652
Piraí do Norte,2014,3,Baixo Sul,6,2924678
Piripá,2014,6,Sudoeste Baiano,20,2924702
Piritiba,2014,6,Piemonte do Paraguaçu,14,2924801
Planaltino,2014,4,Vale do Jiquiriçá,9,2924900
Planalto,2014,7,Sudoeste Baiano,20,2925006
Poções,2014,15,Sudoeste Baiano,20,2925105
Pojuca,2014,12,Metropolitano de Salvador,26,2925204
Ponto Novo,2014,7,Piemonte Norte do Itapicuru,25,2925253
Porto Seguro,2014,36,Costa do Descobrimento,27,2925303
Potiraguá,2014,4,Médio Sudoeste da Bahia,8,2925402
Prado,2014,11,Extremo Sul,7,2925501
Presidente Dutra,2014,6,Irecê,1,2925600
Presidente Jânio Quadros,2014,7,Sudoeste Baiano,20,2925709
Presidente Tancredo Neves,2014,8,Baixo Sul,6,2925758
Queimadas,2014,6,Sisal,4,2925808
Quijingue,2014,9,Sisal,4,2925907
Quixabeira,2014,4,Bacia do Jacuípe,15,2925931
Rafael Jambeiro,2014,8,Piemonte do Paraguaçu,14,2925956
Remanso,2014,9,Sertão do São Francisco,10,2926004
Retirolândia,2014,4,Sisal,4,2926103
Riachão das Neves,2014,9,Bacia do Rio Grande,11,2926202
Riachão do Jacuípe,2014,9,Bacia do Jacuípe,15,2926301
Riacho de Santana,2014,9,Velho Chico,2,2926400
Ribeira do Amparo,2014,6,Semiárido Nordeste II,17,2926509
Ribeira do Pombal,2014,13,Semiárido Nordeste II,17,2926608
Ribeirão do Largo,2014,4,Sudoeste Baiano,20,2926657
Rio de Contas,2014,5,Chapada Diamantina,3,2926707
Rio do Antônio,2014,5,Sertão Produtivo,13,2926806
Rio do Pires,2014,5,Bacia do Paramirim,12,2926905
Rio Real,2014,5,Litoral Norte e Agreste Baiano,18,2927002
Rodelas,2014,3,Itaparica,24,2927101
Ruy Barbosa,2014,9,Piemonte do Paraguaçu,14,2927200
Salinas da Margarida,2014,4,Recôncavo,21,2927309
Salvador,2014,215,Metropolitano de Salvador,26,2927408
Santa Bárbara,2014,7,Portal do Sertão,19,2927507
Santa Brígida,2014,7,Semiárido Nordeste II,17,2927606
Santa Cruz Cabrália,2014,9,Costa do Descobrimento,27,2927705
Santa Cruz da Vitória,2014,2,Médio Sudoeste da Bahia,8,2927804
Santa Inês,2014,5,Vale do Jiquiriçá,9,2927903
Santa Luzia,2014,6,Litoral Sul,5,2928059
Santa Maria da Vitória,2014,12,Bacia do Rio Corrente,23,2928109
Santa Rita de Cássia,2014,7,Bacia do Rio Grande,11,2928406
Santa Terezinha,2014,4,Piemonte do Paraguaçu,14,2928505
Santaluz,2014,6,Sisal,4,2928000
Santana,2014,5,Bacia do Rio Corrente,23,2928208
Santanópolis,2014,4,Portal do Sertão,19,2928307
Santo Amaro,2014,12,Recôncavo,21,2928604
Santo Antônio de Jesus,2014,21,Recôncavo,21,2928703
Santo Estevão,2014,12,Portal do Sertão,19,2928802
São Desidério,2014,10,Bacia do Rio Grande,11,2928901
São Domingos,2014,4,Sisal,4,2928950
São Felipe,2014,5,Recôncavo,21,2929107
São Félix,2014,6,Recôncavo,21,2929008
São Félix do Coribe,2014,7,Bacia do Rio Corrente,23,2929057
São Francisco do Conde,2014,10,Metropolitano de Salvador,26,2929206
São Gabriel,2014,7,Irecê,1,2929255
São Gonçalo dos Campos,2014,11,Portal do Sertão,19,2929305
São José da Vitória,2014,3,Litoral Sul,5,2929354
São José do Jacuípe,2014,4,Bacia do Jacuípe,15,2929370
São Miguel das Matas,2014,4,Vale do Jiquiriçá,9,2929404
São Sebastião do Passé,2014,13,Metropolitano de Salvador,26,2929503
Sapeaçu,2014,8,Recôncavo,21,2929602
Sátiro Dias,2014,7,Litoral Norte e Agreste Baiano,18,2929701
Saubara,2014,2,Recôncavo,21,2929750
Saúde,2014,4,Piemonte da Diamantina,16,2929800
Seabra,2014,5,Chapada Diamantina,3,2929909
Sebastião Laranjeiras,2014,5,Sertão Produtivo,13,2930006
Senhor do Bonfim,2014,12,Piemonte Norte do Itapicuru,25,2930105
Sento Sé,2014,5,Sertão do São Francisco,10,2930204
Serra do Ramalho,2014,8,Velho Chico,2,2930154
Serra Dourada,2014,7,Bacia do Rio Corrente,23,2930303
Serra Preta,2014,7,Bacia do Jacuípe,15,2930402
Serrinha,2014,13,Sisal,4,2930501
Serrolândia,2014,4,Piemonte da Diamantina,16,2930600
Simões Filho,2014,14,Metropolitano de Salvador,26,2930709
Sítio do Mato,2014,5,Velho Chico,2,2930758
Sítio do Quinto,2014,5,Semiárido Nordeste II,17,2930766
Sobradinho,2014,7,Sertão do São Francisco,10,2930774
Souto Soares,2014,4,Chapada Diamantina,3,2930808
Tabocas do Brejo Velho,2014,5,Bacia do Rio Corrente,23,2930907
Tanhaçu,2014,8,Sertão Produtivo,13,2931004
Tanque Novo,2014,7,Sertão Produtivo,13,2931053
Tanquinho,2014,3,Portal do Sertão,19,2931103
Taperoá,2014,4,Baixo Sul,6,2931202
Tapiramutá,2014,5,Piemonte do Paraguaçu,14,2931301
Teixeira de Freitas,2014,34,Extremo Sul,7,2931350
Teodoro Sampaio,2014,4,Portal do Sertão,19,2931400
Teofilândia,2014,8,Sisal,4,2931509
Teolândia,2014,6,Baixo Sul,6,2931608
Terra Nova,2014,5,Portal do Sertão,19,2931707
Tremedal,2014,5,Sudoeste Baiano,20,2931806
Tucano,2014,15,Sisal,4,2931905
Uauá,2014,7,Sertão do São Francisco,10,2932002
Ubaíra,2014,5,Vale do Jiquiriçá,9,2932101
Ubaitaba,2014,5,Litoral Sul,5,2932200
Ubatã,2014,5,Médio Rio de Contas,22,2932309
Uibaí,2014,5,Irecê,1,2932408
Umburanas,2014,4,Piemonte da Diamantina,16,2932457
Una,2014,6,Litoral Sul,5,2932507
Urandi,2014,4,Sertão Produtivo,13,2932606
Uruçuca,2014,5,Litoral Sul,5,2932705
Utinga,2014,6,Chapada Diamantina,3,2932804
Valença,2014,13,Baixo Sul,6,2932903
Valente,2014,6,Sisal,4,2933000
Várzea da Roça,2014,6,Bacia do Jacuípe,15,2933059
Várzea do Poço,2014,3,Bacia do Jacuípe,15,2933109
Várzea Nova,2014,6,Piemonte da Diamantina,16,2933158
Varzedo,2014,4,Recôncavo,21,2933174
Vera Cruz,2014,12,Metropolitano de Salvador,26,2933208
Vereda,2014,3,Extremo Sul,7,2933257
Vitória da Conquista,2014,41,Sudoeste Baiano,20,2933307
Wagner,2014,4,Chapada Diamantina,3,2933406
Wanderley,2014,5,Bacia do Rio Grande,11,2933455
Wenceslau Guimarães,2014,10,Baixo Sul,6,2933505
Xique-Xique,2014,9,Irecê,1,2933604
Abaíra,2015,4,Chapada Diamantina,3,2900108
Abaré,2015,7,Itaparica,24,2900207
Acajutiba,2015,6,Litoral Norte e Agreste Baiano,18,2900306
Adustina,2015,4,Semiárido Nordeste II,17,2900355
Água Fria,2015,7,Portal do Sertão,19,2900405
Aiquara,2015,1,Médio Rio de Contas,22,2900603
Alagoinhas,2015,25,Litoral Norte e Agreste Baiano,18,2900702
Alcobaça,2015,9,Extremo Sul,7,2900801
Almadina,2015,3,Litoral Sul,5,2900900
Amargosa,2015,9,Vale do Jiquiriçá,9,2901007
Amélia Rodrigues,2015,7,Portal do Sertão,19,2901106
América Dourada,2015,6,Irecê,1,2901155
Anagé,2015,11,Sudoeste Baiano,20,2901205
Andaraí,2015,4,Chapada Diamantina,3,2901304
Andorinha,2015,7,Piemonte Norte do Itapicuru,25,2901353
Angical,2015,3,Bacia do Rio Grande,11,2901403
Anguera,2015,4,Portal do Sertão,19,2901502
Antas,2015,5,Semiárido Nordeste II,17,2901601
Antônio Cardoso,2015,5,Portal do Sertão,19,2901700
Antônio Gonçalves,2015,5,Piemonte Norte do Itapicuru,25,2901809
Aporá,2015,7,Litoral Norte e Agreste Baiano,18,2901908
Apuarema,2015,3,Médio Rio de Contas,22,2901957
Araçás,2015,4,Litoral Norte e Agreste Baiano,18,2902054
Aracatu,2015,5,Sudoeste Baiano,20,2902005
Araci,2015,11,Sisal,4,2902104
Aramari,2015,4,Litoral Norte e Agreste Baiano,18,2902203
Arataca,2015,5,Litoral Sul,5,2902252
Aratuípe,2015,4,Baixo Sul,6,2902302
Aurelino Leal,2015,5,Litoral Sul,5,2902401
Baianópolis,2015,6,Bacia do Rio Grande,11,2902500
Baixa Grande,2015,6,Bacia do Jacuípe,15,2902609
Banzaê,2015,6,Semiárido Nordeste II,17,2902658
Barra,2015,11,Velho Chico,2,2902708
Barra da Estiva,2015,7,Chapada Diamantina,3,2902807
Barra do Choça,2015,12,Sudoeste Baiano,20,2902906
Barra do Mendes,2015,5,Irecê,1,2903003
Barra do Rocha,2015,2,Médio Rio de Contas,22,2903102
Barreiras,2015,23,Bacia do Rio Grande,11,2903201
Barro Alto,2015,6,Irecê,1,2903235
Barro Preto,2015,3,Litoral Sul,5,2903300
Barrocas,2015,6,Sisal,4,2903276
Belmonte,2015,8,Costa do Descobrimento,27,2903409
Belo Campo,2015,6,Sudoeste Baiano,20,2903508
Biritinga,2015,6,Sisal,4,2903607
Boa Nova,2015,7,Médio Rio de Contas,22,2903706
Boa Vista do Tupim,2015,8,Piemonte do Paraguaçu,14,2903805
Bom Jesus da Lapa,2015,19,Velho Chico,2,2903904
Bom Jesus da Serra,2015,4,Sudoeste Baiano,20,2903953
Boninal,2015,4,Chapada Diamantina,3,2904001
Bonito,2015,6,Chapada Diamantina,3,2904050
Boquira,2015,6,Bacia do Paramirim,12,2904100
Botuporã,2015,5,Bacia do Paramirim,12,2904209
Brejões,2015,5,Vale do Jiquiriçá,9,2904308
Brejolândia,2015,4,Bacia do Rio Corrente,23,2904407
Brotas de Macaúbas,2015,4,Velho Chico,2,2904506
Brumado,2015,13,Sertão Produtivo,13,2904605
Buerarema,2015,7,Litoral Sul,5,2904704
Buritirama,2015,5,Bacia do Rio Grande,11,2904753
Caatiba,2015,4,Médio Sudoeste da Bahia,8,2904803
Cabaceiras do Paraguaçu,2015,7,Recôncavo,21,2904852
Cachoeira,2015,13,Recôncavo,21,2904902
Caculé,2015,7,Sertão Produtivo,13,2905008
Caém,2015,3,Piemonte da Diamantina,16,2905107
Caetanos,2015,5,Sudoeste Baiano,20,2905156
Caetité,2015,9,Sertão Produtivo,13,2905206
Cafarnaum,2015,4,Irecê,1,2905305
Cairu,2015,5,Baixo Sul,6,2905404
Caldeirão Grande,2015,4,Piemonte Norte do Itapicuru,25,2905503
Camacan,2015,12,Litoral Sul,5,2905602
Camaçari,2015,43,Metropolitano de Salvador,26,2905701
Camamu,2015,9,Baixo Sul,6,2905800
Campo Alegre de Lourdes,2015,6,Sertão do São Francisco,10,2905909
Campo Formoso,2015,17,Piemonte Norte do Itapicuru,25,2906006
Canápolis,2015,5,Bacia do Rio Corrente,23,2906105
Canarana,2015,11,Irecê,1,2906204
Canavieiras,2015,8,Litoral Sul,5,2906303
Candeal,2015,4,Sisal,4,2906402
Candeias,2015,14,Metropolitano de Salvador,26,2906501
Candiba,2015,3,Sertão Produtivo,13,2906600
Cândido Sales,2015,8,Sudoeste Baiano,20,2906709
Cansanção,2015,11,Sisal,4,2906808
Canudos,2015,5,Sertão do São Francisco,10,2906824
Capela do Alto Alegre,2015,5,Bacia do Jacuípe,15,2906857
Capim Grosso,2015,9,Bacia do Jacuípe,15,2906873
Caraíbas,2015,4,Sudoeste Baiano,20,2906899
Caravelas,2015,9,Extremo Sul,7,2906907
Cardeal da Silva,2015,4,Litoral Norte e Agreste Baiano,18,2907004
Carinhanha,2015,8,Velho Chico,2,2907103
Casa Nova,2015,11,Sertão do São Francisco,10,2907202
Castro Alves,2015,10,Recôncavo,21,2907301
Catolândia,2015,2,Bacia do Rio Grande,11,2907400
Catu,2015,14,Litoral Norte e Agreste Baiano,18,2907509
Caturama,2015,4,Bacia do Paramirim,12,2907558
Central,2015,6,Irecê,1,2907608
Chorrochó,2015,4,Itaparica,24,2907707
Cícero Dantas,2015,10,Semiárido Nordeste II,17,2907806
Cipó,2015,6,Semiárido Nordeste II,17,2907905
Coaraci,2015,5,Litoral Sul,5,2908002
Cocos,2015,7,Bacia do Rio Corrente,23,2908101
Conceição da Feira,2015,6,Portal do Sertão,19,2908200
Conceição do Almeida,2015,6,Recôncavo,21,2908309
Conceição do Coité,2015,13,Sisal,4,2908408
Conceição do Jacuípe,2015,8,Portal do Sertão,19,2908507
Conde,2015,5,Litoral Norte e Agreste Baiano,18,2908606
Condeúba,2015,8,Sudoeste Baiano,20,2908705
Contendas do Sincorá,2015,2,Sertão Produtivo,13,2908804
Coração de Maria,2015,9,Portal do Sertão,19,2908903
Cordeiros,2015,4,Sudoeste Baiano,20,2909000
Coribe,2015,6,Bacia do Rio Corrente,23,2909109
Coronel João Sá,2015,6,Semiárido Nordeste II,17,2909208
Correntina,2015,7,Bacia do Rio Corrente,23,2909307
Cotegipe,2015,5,Bacia do Rio Grande,11,2909406
Cravolândia,2015,3,Vale do Jiquiriçá,9,2909505
Crisópolis,2015,7,Litoral Norte e Agreste Baiano,18,2909604
Cristópolis,2015,5,Bacia do Rio Grande,11,2909703
Cruz das Almas,2015,13,Recôncavo,21,2909802
Curaçá,2015,9,Sertão do São Francisco,10,2909901
Dário Meira,2015,4,Médio Rio de Contas,22,2910008
Dias d'Ávila,2015,15,Metropolitano de Salvador,26,2910057
Dom Basílio,2015,4,Sertão Produtivo,13,2910107
Dom Macedo Costa,2015,2,Recôncavo,21,2910206
Elísio Medrado,2015,3,Vale do Jiquiriçá,9,2910305
Encruzilhada,2015,6,Sudoeste Baiano,20,2910404
Entre Rios,2015,7,Litoral Norte e Agreste Baiano,18,2910503
Érico Cardoso,2015,5,Bacia do Paramirim,12,2900504
Esplanada,2015,9,Litoral Norte e Agreste Baiano,18,2910602
Euclides da Cunha,2015,23,Semiárido Nordeste II,17,2910701
Eunápolis,2015,30,Costa do Descobrimento,27,2910727
Fátima,2015,7,Semiárido Nordeste II,17,2910750
Feira da Mata,2015,3,Velho Chico,2,2910776
Feira de Santana,2015,89,Portal do Sertão,19,2910800
Filadélfia,2015,8,Piemonte Norte do Itapicuru,25,2910859
Firmino Alves,2015,3,Médio Sudoeste da Bahia,8,2910909
Floresta Azul,2015,4,Litoral Sul,5,2911006
Formosa do Rio Preto,2015,6,Bacia do Rio Grande,11,2911105
Gandu,2015,8,Baixo Sul,6,2911204
Gavião,2015,2,Bacia do Jacuípe,15,2911253
Gentio do Ouro,2015,4,Irecê,1,2911303
Glória,2015,5,Itaparica,24,2911402
Gongogi,2015,4,Médio Rio de Contas,22,2911501
Governador Mangabeira,2015,9,Recôncavo,21,2911600
Guajeru,2015,5,Sudoeste Baiano,20,2911659
Guanambi,2015,19,Sertão Produtivo,13,2911709
Guaratinga,2015,8,Costa do Descobrimento,27,2911808
Heliópolis,2015,5,Semiárido Nordeste II,17,2911857
Iaçu,2015,11,Piemonte do Paraguaçu,14,2911907
Ibiassucê,2015,4,Sertão Produtivo,13,2912004
Ibicaraí,2015,11,Litoral Sul,5,2912103
Ibicoara,2015,5,Chapada Diamantina,3,2912202
Ibicuí,2015,6,Médio Sudoeste da Bahia,8,2912301
Ibipeba,2015,7,Irecê,1,2912400
Ibipitanga,2015,5,Bacia do Paramirim,12,2912509
Ibiquera,2015,1,Piemonte do Paraguaçu,14,2912608
Ibirapitanga,2015,8,Baixo Sul,6,2912707
Ibirapoã,2015,3,Extremo Sul,7,2912806
Ibirataia,2015,7,Médio Rio de Contas,22,2912905
Ibitiara,2015,6,Chapada Diamantina,3,2913002
Ibititá,2015,5,Irecê,1,2913101
Ibotirama,2015,8,Velho Chico,2,2913200
Ichu,2015,3,Sisal,4,2913309
Igaporã,2015,5,Velho Chico,2,2913408
Igrapiúna,2015,6,Baixo Sul,6,2913457
Iguaí,2015,7,Médio Sudoeste da Bahia,8,2913507
Ilhéus,2015,14,Litoral Sul,5,2913606
Inhambupe,2015,10,Litoral Norte e Agreste Baiano,18,2913705
Ipecaetá,2015,6,Portal do Sertão,19,2913804
Ipiaú,2015,7,Médio Rio de Contas,22,2913903
Ipirá,2015,13,Bacia do Jacuípe,15,2914000
Ipupiara,2015,3,Irecê,1,2914109
Irajuba,2015,3,Vale do Jiquiriçá,9,2914208
Iramaia,2015,5,Chapada Diamantina,3,2914307
Iraquara,2015,7,Chapada Diamantina,3,2914406
Irará,2015,6,Portal do Sertão,19,2914505
Irecê,2015,18,Irecê,1,2914604
Itabela,2015,11,Costa do Descobrimento,27,2914653
Itaberaba,2015,16,Piemonte do Paraguaçu,14,2914703
Itabuna,2015,25,Litoral Sul,5,2914802
Itacaré,2015,8,Litoral Sul,5,2914901
Itaetê,2015,7,Chapada Diamantina,3,2915007
Itagi,2015,4,Médio Rio de Contas,22,2915106
Itagibá,2015,3,Médio Rio de Contas,22,2915205
Itagimirim,2015,3,Costa do Descobrimento,27,2915304
Itaguaçu da Bahia,2015,4,Irecê,1,2915353
Itaju do Colônia,2015,3,Litoral Sul,5,2915403
Itajuípe,2015,6,Litoral Sul,5,2915502
Itamaraju,2015,20,Extremo Sul,7,2915601
Itamari,2015,3,Médio Rio de Contas,22,2915700
Itambé,2015,6,Médio Sudoeste da Bahia,8,2915809
Itanagra,2015,3,Litoral Norte e Agreste Baiano,18,2915908
Itanhém,2015,8,Extremo Sul,7,2916005
Itaparica,2015,7,Metropolitano de Salvador,26,2916104
Itapé,2015,4,Litoral Sul,5,2916203
Itapebi,2015,5,Costa do Descobrimento,27,2916302
Itapetinga,2015,13,Médio Sudoeste da Bahia,8,2916401
Itapicuru,2015,9,Litoral Norte e Agreste Baiano,18,2916500
Itapitanga,2015,4,Litoral Sul,5,2916609
Itaquara,2015,4,Vale do Jiquiriçá,9,2916708
Itarantim,2015,5,Médio Sudoeste da Bahia,8,2916807
Itatim,2015,7,Piemonte do Paraguaçu,14,2916856
Itiruçu,2015,3,Vale do Jiquiriçá,9,2916906
Itiúba,2015,10,Sisal,4,2917003
Itororó,2015,6,Médio Sudoeste da Bahia,8,2917102
Ituaçu,2015,6,Sertão Produtivo,13,2917201
Ituberá,2015,7,Baixo Sul,6,2917300
Iuiu,2015,3,Sertão Produtivo,13,2917334
Jaborandi,2015,4,Bacia do Rio Corrente,23,2917359
Jacaraci,2015,6,Sudoeste Baiano,20,2917409
Jacobina,2015,17,Piemonte da Diamantina,16,2917508
Jaguaquara,2015,15,Vale do Jiquiriçá,9,2917607
Jaguarari,2015,9,Piemonte Norte do Itapicuru,25,2917706
Jaguaripe,2015,6,Baixo Sul,6,2917805
Jandaíra,2015,3,Litoral Norte e Agreste Baiano,18,2917904
Jequié,2015,28,Médio Rio de Contas,22,2918001
Jeremoabo,2015,11,Semiárido Nordeste II,17,2918100
Jiquiriçá,2015,4,Vale do Jiquiriçá,9,2918209
Jitaúna,2015,6,Médio Rio de Contas,22,2918308
João Dourado,2015,6,Irecê,1,2918357
Juazeiro,2015,58,Sertão do São Francisco,10,2918407
Jucuruçu,2015,5,Extremo Sul,7,2918456
Jussara,2015,5,Irecê,1,2918506
Jussari,2015,3,Litoral Sul,5,2918555
Jussiape,2015,4,Chapada Diamantina,3,2918605
Lafayette Coutinho,2015,2,Vale do Jiquiriçá,9,2918704
Lagoa Real,2015,6,Sertão Produtivo,13,2918753
Laje,2015,6,Vale do Jiquiriçá,9,2918803
Lajedão,2015,2,Extremo Sul,7,2918902
Lajedinho,2015,1,Piemonte do Paraguaçu,14,2919009
Lajedo do Tabocal,2015,4,Vale do Jiquiriçá,9,2919058
Lamarão,2015,4,Sisal,4,2919108
Lapão,2015,10,Irecê,1,2919157
Lauro de Freitas,2015,34,Metropolitano de Salvador,26,2919207
Lençóis,2015,4,Chapada Diamantina,3,2919306
Licínio de Almeida,2015,6,Sudoeste Baiano,20,2919405
Livramento de Nossa Senhora,2015,12,Sertão Produtivo,13,2919504
Luís Eduardo Magalhães,2015,13,Bacia do Rio Grande,11,2919553
Macajuba,2015,3,Piemonte do Paraguaçu,14,2919603
Macarani,2015,5,Médio Sudoeste da Bahia,8,2919702
Macaúbas,2015,12,Bacia do Paramirim,12,2919801
Macururé,2015,3,Itaparica,24,2919900
Madre de Deus,2015,5,Metropolitano de Salvador,26,2919926
Maetinga,2015,5,Sudoeste Baiano,20,2919959
Maiquinique,2015,2,Médio Sudoeste da Bahia,8,2920007
Mairi,2015,7,Bacia do Jacuípe,15,2920106
Malhada,2015,5,Velho Chico,2,2920205
